ssn,first_name,last_name,age,state,house
277-97-5623,Walliw,Sedgebeer,43,North Dakota,Slytherin
251-55-8378,Rianon,Bromet,33,New York,Ravenclaw
107-51-6287,Dwain,Spottiswoode,39,California,Ravenclaw
386-36-9254,Clementine,Woolam,58,New York,Slytherin
938-46-8570,Abdul,Nerne,18,Florida,Ravenclaw
434-72-7904,Issiah,Biddulph,21,North Carolina,Ravenclaw
421-58-3900,Mendy,Dowker,57,Florida,Slytherin
101-25-1064,Bebe,Domoni,48,Alabama,Hufflepuff
700-70-2276,Danette,McMeyler,56,Florida,Hufflepuff
366-66-1514,Marius,Holson,23,Georgia,Ravenclaw
695-68-5589,Bobbi,Swarbrigg,54,Texas,Ravenclaw
326-66-6372,Kaylyn,Hagstone,30,New York,Hufflepuff
834-70-3890,Griswold,Caseri,25,Arkansas,Hufflepuff
833-61-8413,Phineas,Rameau,24,Illinois,Slytherin
897-23-3688,Antony,Hoyte,19,Ohio,Hufflepuff
414-17-9615,Thacher,Boustred,19,Ohio,Slytherin
861-13-6712,Mace,Roback,29,New York,Gryffindor
365-76-5289,Miles,Somerville,44,Ohio,Ravenclaw
854-18-5302,Lulu,d' Elboux,50,Colorado,Slytherin
146-49-4477,Jonathon,Pither,35,Indiana,Ravenclaw
790-23-4437,Kris,Harvard,40,Ohio,Gryffindor
387-04-4689,Hew,Bonnor,24,Wisconsin,Gryffindor
761-50-0248,Winny,Whetland,45,Washington,Slytherin
999-26-7846,Ugo,Fitzsimon,18,Tennessee,Ravenclaw
790-21-3104,Abdel,Diche,60,Connecticut,Slytherin
211-67-5795,Jethro,Kilby,31,Maryland,Ravenclaw
770-96-9207,Portie,Coltart,27,Massachusetts,Slytherin
401-67-6462,Tomi,Dearle,46,Texas,Gryffindor
285-82-5892,Erich,Jaskowicz,47,Kansas,Gryffindor
724-37-9108,Salomo,Toxell,51,Colorado,Slytherin
228-70-3287,Etheline,Choudhury,24,Minnesota,Gryffindor
532-34-9012,Bethanne,Ranner,35,Kentucky,Gryffindor
322-45-6251,Raphael,Emerton,34,Virginia,Ravenclaw
297-14-8695,Kipp,Yushmanov,38,Indiana,Slytherin
729-68-3716,De,Gladstone,52,Florida,Slytherin
112-78-7410,Nestor,Dysert,39,Vermont,Gryffindor
186-82-5885,Shellysheldon,Dick,37,Tennessee,Ravenclaw
590-77-3567,Syman,Wybrow,35,Maryland,Ravenclaw
243-45-5095,Lacy,Bachshell,30,Missouri,Hufflepuff
207-95-3847,Justinian,Sheber,37,Alabama,Gryffindor
437-36-2865,Spense,Verrill,38,Ohio,Gryffindor
700-16-7501,Alis,Pierrepoint,23,District of Columbia,Slytherin
256-03-9029,Stanislas,Davies,47,Michigan,Ravenclaw
406-01-6177,Annamarie,Sloyan,21,Connecticut,Gryffindor
594-14-4104,Nickey,Scapens,34,Indiana,Ravenclaw
959-17-6929,Goldie,Dore,41,Texas,Ravenclaw
257-62-1279,Riki,Marshland,45,Ohio,Slytherin
625-80-9402,Andie,Trowler,40,California,Ravenclaw
741-86-5712,Glori,Innott,52,Kansas,Gryffindor
974-79-3065,Malchy,Rakestraw,35,Kansas,Gryffindor
752-94-9925,Ignacio,Jendricke,32,Virginia,Hufflepuff
160-63-1973,Klara,Maughan,57,Texas,Slytherin
802-48-5498,Erik,Clendening,49,North Carolina,Ravenclaw
776-36-7040,Katine,McKerlie,27,Kansas,Slytherin
531-16-9914,Mohammed,Vasilyonok,33,Louisiana,Ravenclaw
571-60-3646,Sarita,Smitheram,54,Florida,Hufflepuff
348-54-9256,Aurlie,Alyonov,38,New York,Slytherin
178-90-6481,Shani,Lashford,42,Texas,Slytherin
733-67-8150,Aleksandr,Gosnoll,45,Florida,Slytherin
334-47-6213,Hyacinthia,Moff,39,Alabama,Gryffindor
823-24-8696,Merle,Postlethwaite,39,Florida,Gryffindor
256-26-9791,Samara,Moorman,60,Georgia,Hufflepuff
959-27-5421,Shena,Gravells,44,Illinois,Gryffindor
562-49-2258,Nanice,Farrin,35,Nevada,Ravenclaw
303-35-4981,Helge,Tokell,21,Texas,Slytherin
235-24-0291,Lorianne,Van den Broek,18,California,Hufflepuff
994-82-4183,Hermon,Elderidge,42,Florida,Slytherin
449-56-9912,Ferrell,Allanby,30,Texas,Hufflepuff
486-42-5764,Leelah,Guerry,48,Colorado,Hufflepuff
242-04-2707,Connie,Fould,59,Missouri,Hufflepuff
133-91-0858,Brooke,Sutherland,48,California,Gryffindor
283-12-9361,Mychal,Settle,23,Missouri,Ravenclaw
623-15-0227,Isaiah,Purchon,42,Florida,Gryffindor
851-55-3191,Querida,Quinnette,23,California,Hufflepuff
801-62-0310,Diannne,Jiroutek,24,Oregon,Slytherin
791-01-8478,Ingaborg,Rohloff,20,Massachusetts,Gryffindor
144-93-0106,Caresa,Hummerston,47,New York,Gryffindor
407-12-7230,Gabriell,Durnford,35,Florida,Gryffindor
237-88-2655,Tiebold,Regelous,54,Texas,Hufflepuff
647-27-9653,Raimund,Oke,38,Florida,Ravenclaw
617-33-6801,Towney,Jeanesson,43,Ohio,Hufflepuff
764-28-3539,Cristie,Anstice,56,Florida,Ravenclaw
355-69-2834,Pincas,Kohlert,43,Minnesota,Ravenclaw
321-10-1712,Bernelle,Orme,51,Colorado,Gryffindor
331-94-1382,Lorilee,Balf,37,Indiana,Ravenclaw
726-13-4985,Thaine,Scapelhorn,39,Texas,Gryffindor
777-77-0481,Konrad,Ottam,53,Connecticut,Slytherin
548-00-9119,Oswald,Pybus,47,Illinois,Ravenclaw
666-20-8831,Annetta,Choake,42,Maryland,Gryffindor
357-40-8857,Sharona,Storrar,20,Louisiana,Gryffindor
691-13-9887,Janine,Chartres,31,Nebraska,Hufflepuff
153-39-0312,Korrie,Whittaker,41,Texas,Slytherin
931-13-4772,Kelly,Crossfeld,46,Pennsylvania,Gryffindor
554-20-6975,Solomon,Swabey,34,Minnesota,Hufflepuff
140-42-6772,Meade,Roxburgh,42,New York,Gryffindor
418-32-0857,Albert,Seint,47,District of Columbia,Hufflepuff
236-46-1939,Calla,Cholomin,54,Colorado,Slytherin
973-66-1111,Emalee,Teodoro,36,Colorado,Ravenclaw
898-57-2372,Gipsy,Southcott,22,Pennsylvania,Hufflepuff
276-28-4364,Annadiane,Ciobotaru,39,California,Slytherin
754-09-8037,Sukey,Pelzer,33,New York,Gryffindor
953-02-3979,Judy,Colby,34,Arizona,Slytherin
730-63-8499,Cash,Blaxter,31,Ohio,Gryffindor
535-76-6372,Corrine,Pisculli,31,Pennsylvania,Ravenclaw
696-52-1869,Reinold,Rosekilly,19,New York,Ravenclaw
